Date,Adj Close_^CNXIT,Close_^CNXIT,High_^CNXIT,Low_^CNXIT,Open_^CNXIT,Volume_^CNXIT,Adj Close_PERSISTENT.NS,Close_PERSISTENT.NS,High_PERSISTENT.NS,Low_PERSISTENT.NS,Open_PERSISTENT.NS,Volume_PERSISTENT.NS,Adj Close_TCS,Close_TCS,High_TCS,Low_TCS,Open_TCS,Volume_TCS,Adj Close_HCLTECH.NS,Close_HCLTECH.NS,High_HCLTECH.NS,Low_HCLTECH.NS,Open_HCLTECH.NS,Volume_HCLTECH.NS,Adj Close_INFY,Close_INFY,High_INFY,Low_INFY,Open_INFY,Volume_INFY,Adj Close_WIPRO.NS,Close_WIPRO.NS,High_WIPRO.NS,Low_WIPRO.NS,Open_WIPRO.NS,Volume_WIPRO.NS,Adj Close_LTIM.NS,Close_LTIM.NS,High_LTIM.NS,Low_LTIM.NS,Open_LTIM.NS,Volume_LTIM.NS,Adj Close_TECHM.NS,Close_TECHM.NS,High_TECHM.NS,Low_TECHM.NS,Open_TECHM.NS,Volume_TECHM.NS,Adj Close_MPHASIS.NS,Close_MPHASIS.NS,High_MPHASIS.NS,Low_MPHASIS.NS,Open_MPHASIS.NS,Volume_MPHASIS.NS,Adj Close_LTTS.NS,Close_LTTS.NS,High_LTTS.NS,Low_LTTS.NS,Open_LTTS.NS,Volume_LTTS.NS,Adj Close_COFORGE.NS,Close_COFORGE.NS,High_COFORGE.NS,Low_COFORGE.NS,Open_COFORGE.NS,Volume_COFORGE.NS
2019-11-06 00:00:00+00:00,15561.2998046875,15561.2998046875,15647.0498046875,15440.400390625,15554.0498046875,0.0,286.1918640136719,301.0,301.25,293.75,298.95001220703125,92718.0,56.36738967895508,60.29999923706055,60.900001525878906,57.75,60.45000076293945,31047.0,485.29736328125,574.1749877929688,580.0250244140625,570.5999755859375,580.0,4576658.0,8.731922149658203,9.880000114440918,9.899999618530273,9.819999694824219,9.880000114440918,12466800.0,251.56712341308594,256.8500061035156,259.45001220703125,256.04998779296875,259.0,1627619.0,1543.783203125,1645.1500244140625,1661.0,1638.699951171875,1661.0,29011.0,658.36083984375,771.9000244140625,784.0,767.5999755859375,784.0,9486591.0,810.0861206054688,915.1500244140625,920.4500122070312,908.0999755859375,915.0,63133.0,1375.659912109375,1452.800048828125,1510.75,1445.0,1502.9000244140625,137922.0,1461.8292236328125,1566.4000244140625,1576.5,1547.449951171875,1559.3499755859375,91192.0
2019-11-07 00:00:00+00:00,15624.400390625,15624.400390625,15639.7001953125,15532.150390625,15635.5,24300.0,290.993408203125,306.04998779296875,308.0,300.07501220703125,300.07501220703125,192924.0,55.52608871459961,59.400001525878906,62.099998474121094,59.25,60.75,20620.0,485.3394775390625,574.2249755859375,577.0999755859375,568.0499877929688,574.5,2538638.0,8.855655670166016,10.020000457763672,10.119999885559082,9.979999542236328,10.0600004196167,12326100.0,254.3094940185547,259.6499938964844,260.5,256.6000061035156,257.0,2126967.0,1565.2254638671875,1668.0,1680.0,1637.199951171875,1646.0,104712.0,656.4844360351562,769.7000122070312,775.0,765.0499877929688,775.0,2060900.0,800.8358764648438,904.7000122070312,920.0,900.25,918.3499755859375,58656.0,1386.123291015625,1463.8499755859375,1476.9000244140625,1453.0,1460.0,62297.0,1468.92138671875,1574.0,1579.449951171875,1560.0,1566.3499755859375,101781.0
2019-11-08 00:00:00+00:00,15383.2998046875,15383.2998046875,15658.150390625,15355.7001953125,15646.400390625,0.0,292.3958740234375,307.5249938964844,311.0,301.125,305.0,237054.0,55.24565124511719,59.099998474121094,59.400001525878906,57.45000076293945,59.400001525878906,24900.0,486.0367736816406,575.0499877929688,582.2000122070312,573.0499877929688,574.1749877929688,4026580.0,8.555164337158203,9.680000305175781,9.970000267028809,9.65999984741211,9.960000038146973,32583800.0,251.12635803222656,256.3999938964844,260.79998779296875,255.75,260.1499938964844,1539854.0,1550.7742919921875,1652.5999755859375,1674.800048828125,1650.0,1674.800048828125,31375.0,657.8917236328125,771.3499755859375,777.8499755859375,770.2999877929688,772.0,2368591.0,778.5731811523438,879.5499877929688,914.0,875.0999755859375,904.7000122070312,100609.0,1377.41162109375,1454.6500244140625,1474.050048828125,1447.0,1466.0,71132.0,1437.5650634765625,1540.4000244140625,1588.0,1534.949951171875,1570.0,123434.0
2019-11-11 00:00:00+00:00,15308.5498046875,15308.5498046875,15354.0498046875,15228.7998046875,15343.25,0.0,293.2515869140625,308.42498779296875,310.5,303.5249938964844,305.07501220703125,178570.0,53.98369598388672,57.75,59.849998474121094,55.20000076293945,59.099998474121094,27960.0,484.282958984375,572.9749755859375,576.8499755859375,565.0999755859375,575.0,1906640.0,8.65238094329834,9.789999961853027,9.869999885559082,9.699999809265137,9.75,16820700.0,251.1753387451172,256.45001220703125,257.5,253.39999389648438,257.20001220703125,1902379.0,1529.004150390625,1629.4000244140625,1655.949951171875,1624.25,1651.0,33319.0,657.0814208984375,770.4000244140625,774.5,768.0499877929688,769.9500122070312,1345883.0,788.5758666992188,890.8499755859375,894.0,874.2000122070312,874.2000122070312,81044.0,1370.878173828125,1447.75,1469.0,1441.050048828125,1455.0999755859375,43105.0,1467.661865234375,1572.6500244140625,1594.75,1530.0,1530.0,231176.0
2019-11-12 00:00:00+00:00,,,,,,,,,,,,,51.3195686340332,54.900001525878906,57.75,54.75,57.45000076293945,18840.0,,,,,,,8.617032051086426,9.75,9.760000228881836,9.6899995803833,9.729999542236328,9914300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-13 00:00:00+00:00,15240.9501953125,15240.9501953125,15374.0498046875,15192.2998046875,15307.900390625,0.0,296.95977783203125,312.32501220703125,313.8500061035156,309.0,313.8500061035156,253042.0,53.002174377441406,56.70000076293945,57.0,53.70000076293945,55.79999923706055,28333.0,481.1768493652344,569.2999877929688,578.0499877929688,567.3499755859375,575.0,3378350.0,8.58167552947998,9.710000038146973,9.720000267028809,9.59000015258789,9.600000381469727,9327100.0,247.8942413330078,253.10000610351562,259.0,252.14999389648438,257.29998779296875,1861473.0,1548.3814697265625,1650.050048828125,1664.0,1629.5,1629.5,104204.0,645.6951904296875,757.0499877929688,773.7999877929688,746.0,768.0,2434874.0,789.0184326171875,891.3499755859375,899.4500122070312,882.0999755859375,897.0,143355.0,1353.455078125,1429.3499755859375,1460.0,1425.0,1450.050048828125,100460.0,1384.183349609375,1483.199951171875,1578.199951171875,1479.050048828125,1573.0,349897.0
2019-11-14 00:00:00+00:00,15388.75,15388.75,15410.2998046875,15217.2998046875,15292.900390625,0.0,316.3085021972656,332.67498779296875,337.0,310.0,311.0,881154.0,53.422828674316406,57.150001525878906,57.75,56.25,56.849998474121094,21293.0,485.0647888183594,573.9000244140625,578.7000122070312,567.5499877929688,570.75,2540924.0,8.723084449768066,9.869999885559082,9.890000343322754,9.760000228881836,9.789999961853027,6339100.0,247.5514373779297,252.75,254.75,251.39999389648438,254.0,2898206.0,1529.9422607421875,1630.4000244140625,1660.050048828125,1610.0,1650.0,95036.0,646.8038940429688,758.3499755859375,763.5,748.2999877929688,756.0,2564424.0,790.7888793945312,893.3499755859375,899.0,887.0,891.3499755859375,78354.0,1338.06787109375,1413.0999755859375,1449.8499755859375,1395.0,1438.949951171875,139271.0,1404.2481689453125,1504.699951171875,1509.800048828125,1465.800048828125,1487.0,296070.0
2019-11-15 00:00:00+00:00,15310.650390625,15310.650390625,15471.150390625,15287.099609375,15425.0498046875,0.0,310.27099609375,326.32501220703125,336.0,316.92498779296875,333.0249938964844,350762.0,53.002174377441406,56.70000076293945,57.599998474121094,55.20000076293945,57.599998474121094,18847.0,482.7405700683594,571.1500244140625,579.9000244140625,570.0,575.4749755859375,3061712.0,8.714245796203613,9.859999656677246,9.920000076293945,9.819999694824219,9.869999885559082,9996700.0,247.35556030273438,252.5500030517578,254.1999969482422,251.64999389648438,254.0,1212917.0,1586.620849609375,1690.800048828125,1699.0,1636.1500244140625,1645.0,106475.0,641.3452758789062,751.9500122070312,763.25,749.2999877929688,758.3499755859375,1787358.0,802.9602661132812,907.0999755859375,914.0,885.0,898.5999755859375,129296.0,1346.30615234375,1421.800048828125,1432.0,1414.0,1414.5,78624.0,1391.5557861328125,1491.0999755859375,1520.0,1473.800048828125,1510.0,161514.0
2019-11-18 00:00:00+00:00,15295.25,15295.25,15373.849609375,15251.0,15326.7998046875,0.0,307.9414978027344,323.875,339.0,317.5249938964844,326.8500061035156,456868.0,53.422828674316406,57.150001525878906,57.599998474121094,55.79999923706055,56.54999923706055,9487.0,482.2334289550781,570.5499877929688,574.8499755859375,569.4000244140625,574.0,2484314.0,8.714245796203613,9.859999656677246,9.869999885559082,9.779999732971191,9.859999656677246,10115400.0,244.31930541992188,249.4499969482422,252.5,248.3000030517578,252.5,2878437.0,1600.97802734375,1706.0999755859375,1714.9000244140625,1688.0,1695.25,149889.0,641.2173461914062,751.7999877929688,758.2999877929688,747.5,752.0,2216434.0,816.1939086914062,922.0499877929688,930.4000244140625,908.0499877929688,913.0,758777.0,1354.3548583984375,1430.300048828125,1435.9000244140625,1398.0,1423.0,156090.0,1417.686767578125,1519.0999755859375,1527.5,1477.5,1480.0,198031.0
2019-11-19 00:00:00+00:00,15304.849609375,15304.849609375,15371.7998046875,15256.849609375,15318.650390625,0.0,313.8127746582031,330.04998779296875,335.0,325.9750061035156,325.9750061035156,181986.0,52.44130325317383,56.099998474121094,57.150001525878906,53.54999923706055,57.0,29040.0,479.5075378417969,567.3250122070312,571.75,564.3250122070312,569.5,2365020.0,8.68773365020752,9.829999923706055,9.9399995803833,9.8100004196167,9.930000305175781,13020000.0,245.249755859375,250.39999389648438,251.14999389648438,247.6999969482422,248.1999969482422,2030656.0,1589.0135498046875,1693.3499755859375,1719.0,1685.6500244140625,1709.949951171875,66851.0,650.89794921875,763.1500244140625,766.0,752.0,754.0,2725437.0,809.2894287109375,914.25,925.0,908.0,925.0,107320.0,1343.7021484375,1419.050048828125,1437.5,1414.5,1437.5,198532.0,1426.925537109375,1529.0,1535.949951171875,1509.75,1519.5,116406.0
